candidate_id,grid_id,cost_per_angle,n_seed,mean_gain_before_cost,mean_angle_budget,mean_gross_controller_cost,mean_net_gain_after_cost,median_net_gain_after_cost,n_net_positive_after_cost,min_break_even_cost_per_angle,mean_break_even_cost_per_angle,no_resource_trick_count,max_budget_excess,max_residual
hand_coded,QFCBM_0496,1e-05,60,0.1792941158729427,282.6954690170505,0.0028269546901705054,0.17646716118277217,0.17497451193961178,60,0.0006074530798314329,0.0006342225335493379,0,0.0,8.72635297355373e-14
hand_coded,QFCBM_0496,3e-05,60,0.1792941158729427,282.6954690170505,0.008480864070511516,0.17081325180243118,0.16930430781382388,60,0.0006074530798314329,0.0006342225335493379,0,0.0,8.72635297355373e-14
hand_coded,QFCBM_0496,0.0001,60,0.1792941158729427,282.6954690170505,0.028269546901705057,0.15102456897123764,0.14945859337356632,60,0.0006074530798314329,0.0006342225335493379,0,0.0,8.72635297355373e-14
hand_coded,QFCBM_0496,0.0003,60,0.1792941158729427,282.6954690170505,0.08480864070511515,0.09448547516782753,0.0927957501859956,60,0.0006074530798314329,0.0006342225335493379,0,0.0,8.72635297355373e-14
hand_coded,QFCBM_0496,0.001,60,0.1792941158729427,282.6954690170505,0.28269546901705056,-0.10340135314410785,-0.10496895490059857,0,0.0006074530798314329,0.0006342225335493379,0,0.0,8.72635297355373e-14
hand_coded,QFCBM_0496,0.003,60,0.1792941158729427,282.6954690170505,0.8480864070511517,-0.6687922911782089,-0.6693612333606827,0,0.0006074530798314329,0.0006342225335493379,0,0.0,8.72635297355373e-14
hand_coded,QFCBM_0496,0.01,60,0.1792941158729427,282.6954690170505,2.8269546901705054,-2.6476605742975625,-2.6471788447392863,0,0.0006074530798314329,0.0006342225335493379,0,0.0,8.72635297355373e-14
hand_coded,QFCBM_0496,0.03,60,0.1792941158729427,282.6954690170505,8.480864070511515,-8.301569954638573,-8.29871159488146,0,0.0006074530798314329,0.0006342225335493379,0,0.0,8.72635297355373e-14
hand_coded,QFCBM_0496,0.1,60,0.1792941158729427,282.6954690170505,28.269546901705056,-28.09025278583211,-28.08770585556814,0,0.0006074530798314329,0.0006342225335493379,0,0.0,8.72635297355373e-14
hand_coded,QFCBM_0988,0.0,60,9.784250058267038,351.7664756876539,0.0,9.784250058267038,9.674847446376218,60,0.026619827226274505,0.027808629998149006,0,0.0,6.106226635438361e-14
hand_coded,QFCBM_0988,1e-05,60,9.784250058267038,351.7664756876539,0.003517664756876539,9.78073239351016,9.671338613007697,60,0.026619827226274505,0.027808629998149006,0,0.0,6.106226635438361e-14
hand_coded,QFCBM_0988,3e-05,60,9.784250058267038,351.7664756876539,0.010552994270629616,9.773697063996407,9.664320946270655,60,0.026619827226274505,0.027808629998149006,0,0.0,6.106226635438361e-14
hand_coded,QFCBM_0988,0.0001,60,9.784250058267038,351.7664756876539,0.03517664756876539,9.749073410698271,9.639759112691006,60,0.026619827226274505,0.027808629998149006,0,0.0,6.106226635438361e-14
hand_coded,QFCBM_0988,0.0003,60,9.784250058267038,351.7664756876539,0.10552994270629615,9.67872011556074,9.569582445320583,60,0.026619827226274505,0.027808629998149006,0,0.0,6.106226635438361e-14
hand_coded,QFCBM_0988,0.001,60,9.784250058267038,351.7664756876539,0.3517664756876539,9.432483582579383,9.3239641095241,60,0.026619827226274505,0.027808629998149006,0,0.0,6.106226635438361e-14
hand_coded,QFCBM_0988,0.003,60,9.784250058267038,351.7664756876539,1.0552994270629616,8.728950631204075,8.622197435819865,60,0.026619827226274505,0.027808629998149006,0,0.0,6.106226635438361e-14
hand_coded,QFCBM_0988,0.01,60,9.784250058267038,351.7664756876539,3.517664756876539,6.2665853013904975,6.166628370164987,60,0.026619827226274505,0.027808629998149006,0,0.0,6.106226635438361e-14
hand_coded,QFCBM_0988,0.03,60,9.784250058267038,351.7664756876539,10.552994270629616,-0.7687442123625788,-0.8379217752712433,5,0.026619827226274505,0.027808629998149006,0,0.0,6.106226635438361e-14
hand_coded,QFCBM_0988,0.1,60,9.784250058267038,351.7664756876539,35.17664756876539,-25.392397510498352,-25.385126940596138,0,0.026619827226274505,0.027808629998149006,0,0.0,6.106226635438361e-14
