arm,n_seed,mean_resource_attributable_W,mean_R_out_cum,mean_Q_noise_cum,mean_Delta_E_internal,mean_final_E_total,mean_final_E,mean_final_A,mean_final_B,mean_final_C,mean_final_D,mean_l1_coherence,mean_purity,mean_entropy,mean_diag_entropy,mean_diag_l2,delta_l1_coherence,delta_entropy,delta_diag_entropy,delta_mean_MI,delta_mean_ZZ_abs,mean_MI,mean_negativity,mean_abs_ZZ,max_residual
quantum_keep_structure,60,15.857557760304891,140.28875949959004,17.070650375950443,-1.639631120675381,0.7765332509886463,0.14838889509672296,0.1561656542868849,0.17496407799383562,0.2511064609384581,0.04590816267274482,1.6690117217015765,0.2095968755668432,3.0432982713755035,3.4654429199506365,0.37201917940466445,1.4362974476170414,2.795702924339746,3.180235575747174,0.06184450203065171,0.7315178122005369,0.06464315927823891,0.0017411744415471372,0.24545168885385021,5.551115123125783e-15
full_dephase_after_internal,60,7.810684026686331,150.09873419759782,15.462675431608483,-1.6241625836272526,0.7920017880367748,0.3759983412215865,0.1861114917837625,0.13002556480032287,0.07129535189606899,0.028571038335033844,0.0,0.235632368784304,2.8845711902164,2.8845711902164,0.4741524758612855,0.0,2.5525360390002065,2.5525360390002065,0.007555469617783165,0.5958731714950676,0.007819174289249881,0.0,0.43739444908622704,1.0436096431476471e-14
classical_same_graph_transport,60,25.91958524905652,131.75905887395209,15.63895992699653,-1.8950688310040784,0.521095540659949,0.14696722070918572,0.11314957117884618,0.11757503823749511,0.08896289263523846,0.054440817899183536,0.0,0.1712650071077368,3.55061591260479,3.5506159126047905,0.3737238638114847,0.0,3.30865235263946,3.30865235263946,0.003102062738900945,0.6693715543194361,0.00321293742503148,0.0,0.28981134751594306,5.306866057708248e-14
no_internal_links,60,-1.8539857149502127e-18,162.42364861355574,11.811605185898312,-1.7378607723476243,0.6783035993164032,0.6782975820367704,1.6040877937346748e-06,2.338007913148385e-06,2.0751839258857717e-06,3.721389368248069e-69,0.17297173396217586,0.6669032339457234,0.9195268237894773,0.955372141992488,0.8017712918959451,-0.06729836697342832,0.48382416556589153,0.47284007847443393,1.0339830973726568e-14,0.2950389608479838,1.6328718543870034e-14,3.3639524828173637e-20,0.8413382170922095,4.263256414560601e-14
