profile,seed,arm,exact_oriented_effect,P1W_phase0,P1W_phase_pi2,oriented_effect
heavy,20260741,quantum_dephased_control,3.3313605e-05,0.490478515625,0.48876953125,0.001708984375
heavy,20260742,quantum_field_only,-0.0,0.5146484375,0.513916015625,0.000732421875
heavy,20260742,quantum_no_entangle,-0.0,0.503173828125,0.493408203125,0.009765625
heavy,20260742,quantum_direct_coupled,0.012788910146,0.436279296875,0.42138671875,0.014892578125
heavy,20260742,quantum_dephased_control,3.3313605e-05,0.498291015625,0.488037109375,0.01025390625
heavy,20260743,quantum_field_only,-0.0,0.512451171875,0.50732421875,0.005126953125
heavy,20260743,quantum_no_entangle,-0.0,0.50830078125,0.49072265625,0.017578125
heavy,20260743,quantum_direct_coupled,0.012788910146,0.439208984375,0.428466796875,0.0107421875
heavy,20260743,quantum_dephased_control,3.3313605e-05,0.490478515625,0.501953125,-0.011474609375
heavy,20260744,quantum_field_only,-0.0,0.515869140625,0.51171875,0.004150390625
heavy,20260744,quantum_no_entangle,-0.0,0.511474609375,0.493896484375,0.017578125
heavy,20260744,quantum_direct_coupled,0.012788910146,0.43505859375,0.431640625,0.00341796875
heavy,20260744,quantum_dephased_control,3.3313605e-05,0.503173828125,0.495361328125,0.0078125
heavy,20260745,quantum_field_only,-0.0,0.50927734375,0.494384765625,0.014892578125
heavy,20260745,quantum_no_entangle,-0.0,0.50390625,0.50341796875,0.00048828125
heavy,20260745,quantum_direct_coupled,0.012788910146,0.433349609375,0.4248046875,0.008544921875
heavy,20260745,quantum_dephased_control,3.3313605e-05,0.496826171875,0.49755859375,-0.000732421875
heavy,20260746,quantum_field_only,-0.0,0.51708984375,0.50830078125,0.0087890625
heavy,20260746,quantum_no_entangle,-0.0,0.50537109375,0.505615234375,-0.000244140625
heavy,20260746,quantum_direct_coupled,0.012788910146,0.437744140625,0.4072265625,0.030517578125
heavy,20260746,quantum_dephased_control,3.3313605e-05,0.4931640625,0.510498046875,-0.017333984375
