scenario_id,family,pattern,n_steps,delta_l1_coherence,delta_purity,max_abs_part_P1_delta,max_abs_ZZ_delta,max_abs_negativity_delta,part_P1_delta_json,pair_ZZ_delta_json,pair_negativity_delta_json,seed,scope
1,all_24_touch_orders,ABCD,9,2.63899371144,0.0,0.639530905194,0.701037257676,0.309717518301,"{""A"": 0.502158118383, ""B"": 0.232375488492, ""C"": 0.229381179433, ""D"": 0.639530905194}","{""AB"": -0.514073831871, ""AC"": -0.701037257676, ""AD"": -0.228826904716, ""BC"": -0.565420969729, ""BD"": -0.611934895456, ""CD"": -0.31646954583}","{""AB"": 0.024800515296, ""AC"": 0.018690412971, ""AD"": 0.0, ""BC"": 0.309717518301, ""BD"": 0.014343125063, ""CD"": 0.083740694162}",20260710,original_54
2,all_24_touch_orders,ABDC,9,3.020819967942,0.0,0.57541868604,0.61785488673,0.283034628541,"{""A"": 0.474528848795, ""B"": 0.21298502122, ""C"": 0.273469010561, ""D"": 0.57541868604}","{""AB"": -0.488491128459, ""AC"": -0.61785488673, ""AD"": -0.23218547538, ""BC"": -0.556536166638, ""BD"": -0.51665232805, ""CD"": -0.157844695688}","{""AB"": 0.031218827409, ""AC"": 0.008779722451, ""AD"": 0.0, ""BC"": 0.283034628541, ""BD"": 0.004431740851, ""CD"": 0.136152585709}",20260710,original_54
3,all_24_touch_orders,ACBD,9,1.590979083539,0.0,0.642222791328,0.695774591403,0.308127997118,"{""A"": 0.437404932189, ""B"": 0.135370948461, ""C"": 0.356223716145, ""D"": 0.642222791328}","{""AB"": -0.527475144842, ""AC"": -0.645227163985, ""AD"": -0.257317333086, ""BC"": -0.677821151828, ""BD"": -0.695774591403, ""CD"": -0.114216262762}","{""AB"": 0.051594886708, ""AC"": 0.015328645528, ""AD"": 0.0, ""BC"": 0.308127997118, ""BD"": 0.007070741088, ""CD"": 0.042676619675}",20260710,original_54
4,all_24_touch_orders,ACDB,9,3.165508953424,0.0,0.557493411834,0.736972411433,0.290670493802,"{""A"": 0.472274836208, ""B"": 0.205727992371, ""C"": 0.352892021143, ""D"": 0.557493411834}","{""AB"": -0.602896702744, ""AC"": -0.617222588706, ""AD"": -0.282240150346, ""BC"": -0.736972411433, ""BD"": -0.602847341588, ""CD"": -0.059738727291}","{""AB"": 0.049035114697, ""AC"": 0.007393468294, ""AD"": 0.0, ""BC"": 0.290670493802, ""BD"": 0.009940682567, ""CD"": 0.067612838913}",20260710,original_54
5,all_24_touch_orders,ADBC,9,3.877638770365,0.0,0.535369297218,0.663134053348,0.318926416546,"{""A"": 0.44521504265, ""B"": 0.224742804477, ""C"": 0.365470872277, ""D"": 0.535369297218}","{""AB"": -0.587660417465, ""AC"": -0.663134053348, ""AD"": -0.284167801644, ""BC"": -0.564918872689, ""BD"": -0.495620949006, ""CD"": -0.085039699889}","{""AB"": 0.034166161668, ""AC"": 0.012481851803, ""AD"": 0.0, ""BC"": 0.318926416546, ""BD"": 0.007913555958, ""CD"": 0.088298793791}",20260710,original_54
6,all_24_touch_orders,ADCB,9,4.099648623618,0.0,0.476562017633,0.679165033947,0.324716844285,"{""A"": 0.476562017633, ""B"": 0.25289060844, ""C"": 0.304994078449, ""D"": 0.475822890869}","{""AB"": -0.54640976744, ""AC"": -0.679165033947, ""AD"": -0.281789755513, ""BC"": -0.606687842671, ""BD"": -0.43262712453, ""CD"": -0.126402545528}","{""AB"": 0.025824178096, ""AC"": 0.007633958046, ""AD"": 0.0, ""BC"": 0.324716844285, ""BD"": 0.009360416324, ""CD"": 0.078917463617}",20260710,original_54
7,all_24_touch_orders,BACD,9,2.276895995844,0.0,0.627668529134,0.624110691846,0.302382690238,"{""A"": 0.533311056458, ""B"": 0.309417300523, ""C"": 0.176873830218, ""D"": 0.627668529134}","{""AB"": -0.3892419638, ""AC"": -0.624110691846, ""AD"": -0.111586077651, ""BC"": -0.490136652391, ""BD"": -0.450715360063, ""CD"": -0.441042940086}","{""AB"": 0.023884225032, ""AC"": 0.00459795727, ""AD"": 0.0, ""BC"": 0.302382690238, ""BD"": 0.007524748277, ""CD"": 0.11792142885}",20260710,original_54
8,all_24_touch_orders,BADC,9,2.659466197094,0.0,0.591364566607,0.551284275386,0.279582237135,"{""A"": 0.534263154253, ""B"": 0.310328453973, ""C"": 0.22712181818, ""D"": 0.591364566607}","{""AB"": -0.368968018228, ""AC"": -0.551284275386, ""AD"": -0.152752113036, ""BC"": -0.464244950703, ""BD"": -0.395609287393, ""CD"": -0.25484135266}","{""AB"": 0.026802176556, ""AC"": 0.001544545046, ""AD"": 0.0, ""BC"": 0.279582237135, ""BD"": 0.004727556013, ""CD"": 0.151559125478}",20260710,original_54
9,all_24_touch_orders,BCAD,9,1.577540763252,0.0,0.664560006789,0.644096455976,0.274716780518,"{""A"": 0.622102849954, ""B"": 0.295087957432, ""C"": 0.216939306775, ""D"": 0.664560006789}","{""AB"": -0.428801299013, ""AC"": -0.644096455976, ""AD"": -0.012133790548, ""BC"": -0.607970220479, ""BD"": -0.509773373972, ""CD"": -0.389206475481}","{""AB"": 0.043374368641, ""AC"": 0.008334730904, ""AD"": 0.0, ""BC"": 0.274716780518, ""BD"": 0.001967267585, ""CD"": 0.095511595993}",20260710,original_54
10,all_24_touch_orders,BCDA,9,1.959052165746,0.0,0.707986500707,0.704760451327,0.24229253857,"{""A"": 0.707986500707, ""B"": 0.296630877771, ""C"": 0.199518392335, ""D"": 0.551775030516}","{""AB"": -0.44813273113, ""AC"": -0.704760451327, ""AD"": 0.012903392732, ""BC"": -0.62713406477, ""BD"": -0.432497698112, ""CD"": -0.328555192621}","{""AB"": 0.054703541873, ""AC"": 0.002534788356, ""AD"": 0.0, ""BC"": 0.24229253857, ""BD"": 0.0, ""CD"": 0.13988889036}",20260710,original_54
11,all_24_touch_orders,BDAC,9,2.858423684866,0.0,0.607948987852,0.589638193501,0.27738447729,"{""A"": 0.607948987852, ""B"": 0.333063682994, ""C"": 0.204323232127, ""D"": 0.546871096365}","{""AB"": -0.387550626442, ""AC"": -0.589638193501, ""AD"": -0.104543266129, ""BC"": -0.481104535619, ""BD"": -0.371378946227, ""CD"": -0.244601452391}","{""AB"": 0.032284148452, ""AC"": 0.003938255009, ""AD"": 0.0, ""BC"": 0.27738447729, ""BD"": 0.006133621417, ""CD"": 0.145823590007}",20260710,original_54
12,all_24_touch_orders,BDCA,9,2.225731718406,0.0,0.712136980296,0.807855380781,0.257722549562,"{""A"": 0.712136980296, ""B"": 0.323729992527, ""C"": 0.140346713098, ""D"": 0.491091123524}","{""AB"": -0.410891781535, ""AC"": -0.807855380781, ""AD"": -0.068593009885, ""BC"": -0.541197264906, ""BD"": -0.367502272416, ""CD"": -0.34394781628}","{""AB"": 0.038072592845, ""AC"": 0.003678519825, ""AD"": 0.0, ""BC"": 0.257722549562, ""BD"": 0.002692149569, ""CD"": 0.162662205594}",20260710,original_54
13,all_24_touch_orders,CABD,9,1.178849867424,0.0,0.641067273478,0.830543328042,0.218478369197,"{""A"": 0.506853114552, ""B"": 0.068201453522, ""C"": 0.444118894609, ""D"": 0.641067273478}","{""AB"": -0.564500991122, ""AC"": -0.522834554014, ""AD"": -0.161698273022, ""BC"": -0.71784077084, ""BD"": -0.830543328042, ""CD"": 0.021057434124}","{""AB"": 0.055258815291, ""AC"": 0.016060779399, ""AD"": 0.0, ""BC"": 0.218478369197, ""BD"": 0.0, ""CD"": 0.07304398903}",20260710,original_54
14,all_24_touch_orders,CADB,9,2.326132537982,0.0,0.569135556265,0.735236335274,0.213993003745,"{""A"": 0.497615710114, ""B"": 0.123524563562, ""C"": 0.436449683205, ""D"": 0.569135556265}","{""AB"": -0.561066815078, ""AC"": -0.443502093427, ""AD"": -0.192057948661, ""BC"": -0.735236335274, ""BD"": -0.71817463947, ""CD"": 0.046916338824}","{""AB"": 0.026454465192, ""AC"": 0.007590833164, ""AD"": 0.0, ""BC"": 0.213993003745, ""BD"": 0.000835887871, ""CD"": 0.097907799564}",20260710,original_54
15,all_24_touch_orders,CBAD,9,1.111497039314,0.0,0.672124952159,0.780937673371,0.194359295142,"{""A"": 0.600029996992, ""B"": 0.11819763466, ""C"": 0.376119854064, ""D"": 0.672124952159}","{""AB"": -0.52679622732, ""AC"": -0.554336375636, ""AD"": -0.06269161052, ""BC"": -0.672158201351, ""BD"": -0.780937673371, ""CD"": -0.125691973343}","{""AB"": 0.10191802451, ""AC"": 0.014568835813, ""AD"": 0.0, ""BC"": 0.194359295142, ""BD"": 0.00023830525, ""CD"": 0.094594184306}",20260710,original_54
16,all_24_touch_orders,CBDA,9,1.396116625421,0.0,0.664233663737,0.66541863375,0.176467718461,"{""A"": 0.664233663737, ""B"": 0.113413408528, ""C"": 0.322127712294, ""D"": 0.571847336384}","{""AB"": -0.588295414688, ""AC"": -0.510056911905, ""AD"": -0.049075380687, ""BC"": -0.656672702809, ""BD"": -0.66541863375, ""CD"": -0.065886822791}","{""AB"": 0.137013805239, ""AC"": 0.001242101009, ""AD"": 0.0, ""BC"": 0.176467718461, ""BD"": 0.0, ""CD"": 0.113937528911}",20260710,original_54
17,all_24_touch_orders,CDAB,9,2.736791630713,0.0,0.590300567185,0.728101632394,0.215619179861,"{""A"": 0.590300567185, ""B"": 0.14486647998, ""C"": 0.408880613064, ""D"": 0.543637951221}","{""AB"": -0.614563136588, ""AC"": -0.423119931207, ""AD"": -0.171298206002, ""BC"": -0.728101632394, ""BD"": -0.665524828176, ""CD"": 0.006005343573}","{""AB"": 0.0516922439, ""AC"": 0.008885522911, ""AD"": 0.0, ""BC"": 0.215619179861, ""BD"": 0.002938833774, ""CD"": 0.085255691179}",20260710,original_54
18,all_24_touch_orders,CDBA,9,1.80674842765,0.0,0.605154366194,0.724329140703,0.199032641118,"{""A"": 0.605154366194, ""B"": 0.084836640759, ""C"": 0.410182692718, ""D"": 0.496421914692}","{""AB"": -0.658931382185, ""AC"": -0.462651827473, ""AD"": -0.090158105972, ""BC"": -0.724329140703, ""BD"": -0.629792774808, ""CD"": -0.010965429273}","{""AB"": 0.105326717999, ""AC"": 0.01087901564, ""AD"": 0.0, ""BC"": 0.199032641118, ""BD"": 0.0, ""CD"": 0.091328634256}",20260710,original_54
19,all_24_touch_orders,DABC,9,4.001851132882,0.0,0.540789491002,0.615415924325,0.366430279583,"{""A"": 0.510126919701, ""B"": 0.214236898917, ""C"": 0.324545432609, ""D"": 0.540789491002}","{""AB"": -0.527234728613, ""AC"": -0.615415924325, ""AD"": -0.243483205613, ""BC"": -0.555772412862, ""BD"": -0.5135254584, ""CD"": -0.162249788184}","{""AB"": 0.009494083473, ""AC"": 0.026961166292, ""AD"": 0.0, ""BC"": 0.366430279583, ""BD"": 0.008085765431, ""CD"": 0.046360638661}",20260710,original_54
20,all_24_touch_orders,DACB,9,4.050401990968,0.0,0.505433059047,0.617200034733,0.387786216942,"{""A"": 0.505433059047, ""B"": 0.255028204782, ""C"": 0.291871990585, ""D"": 0.494552837677}","{""AB"": -0.461490151115, ""AC"": -0.579691173537, ""AD"": -0.23528964716, ""BC"": -0.617200034733, ""BD"": -0.443552218789, ""CD"": -0.199453868239}","{""AB"": 0.003573408094, ""AC"": 0.015066751001, ""AD"": 0.0, ""BC"": 0.387786216942, ""BD"": 0.007559303234, ""CD"": 0.042761931814}",20260710,original_54
21,all_24_touch_orders,DBAC,9,3.496419641502,0.0,0.583854749459,0.696565951422,0.321805885474,"{""A"": 0.583854749459, ""B"": 0.235264872976, ""C"": 0.232866002353, ""D"": 0.537614561051}","{""AB"": -0.462590895725, ""AC"": -0.696565951422, ""AD"": -0.153025980608, ""BC"": -0.549871913172, ""BD"": -0.469668171607, ""CD"": -0.284898829076}","{""AB"": 0.034780793029, ""AC"": 0.029023853067, ""AD"": 0.0, ""BC"": 0.321805885474, ""BD"": 0.007015647339, ""CD"": 0.077759665624}",20260710,original_54
22,all_24_touch_orders,DBCA,9,2.744725839618,0.0,0.65627669767,0.809199295308,0.319075536931,"{""A"": 0.65627669767, ""B"": 0.252563167473, ""C"": 0.171892934014, ""D"": 0.471190917755}","{""AB"": -0.507562756903, ""AC"": -0.809199295308, ""AD"": -0.10492461076, ""BC"": -0.603165997532, ""BD"": -0.426682544759, ""CD"": -0.292085342058}","{""AB"": 0.036002485329, ""AC"": 0.031432892226, ""AD"": 0.0, ""BC"": 0.319075536931, ""BD"": 0.0, ""CD"": 0.086114312131}",20260710,original_54
23,all_24_touch_orders,DCAB,9,2.947499952244,0.0,0.578104605483,0.766604367243,0.342810472874,"{""A"": 0.578104605483, ""B"": 0.210793093522, ""C"": 0.319930641274, ""D"": 0.499487948527}","{""AB"": -0.513721775477, ""AC"": -0.560699171957, ""AD"": -0.161320771965, ""BC"": -0.766604367243, ""BD"": -0.495056176886, ""CD"": -0.155782804305}","{""AB"": 0.019310557103, ""AC"": 0.016375105948, ""AD"": 0.0, ""BC"": 0.342810472874, ""BD"": 0.004476390603, ""CD"": 0.048870557175}",20260710,original_54
24,all_24_touch_orders,DCBA,9,2.610201091465,0.0,0.635094088211,0.72364220118,0.318921471425,"{""A"": 0.635094088211, ""B"": 0.177217528424, ""C"": 0.318549264436, ""D"": 0.502302052189}","{""AB"": -0.604429457215, ""AC"": -0.714904439227, ""AD"": -0.128415054247, ""BC"": -0.72364220118, ""BD"": -0.516079065653, ""CD"": -0.20789163169}","{""AB"": 0.052088310901, ""AC"": 0.032155244233, ""AD"": 0.0, ""BC"": 0.318921471425, ""BD"": 0.001186528201, ""CD"": 0.050402454706}",20260710,original_54
25,rhythm_stop_burst,fast_repeat_A,33,5.07518993102,0.0,0.362752242979,0.619184185311,0.191869180288,"{""A"": 0.362752242979, ""B"": 0.217316717853, ""C"": 0.143353019642, ""D"": 0.298445779452}","{""AB"": -0.619184185311, ""AC"": -0.454024416119, ""AD"": -0.451301790943, ""BC"": -0.3654409752, ""BD"": -0.190359819591, ""CD"": -0.30520234851}","{""AB"": 0.167524855321, ""AC"": 0.098947940261, ""AD"": 0.010661066327, ""BC"": 0.191869180288, ""BD"": 0.004949617984, ""CD"": 0.010546646631}",20260710,original_54
26,rhythm_stop_burst,slow_repeat_A,25,2.457340889201,0.0,0.614466544297,0.812335602827,0.162433510943,"{""A"": 0.343430901196, ""B"": 0.43458329064, ""C"": 0.614466544297, ""D"": -0.024604007049}","{""AB"": -0.109135697809, ""AC"": -0.436211049519, ""AD"": -0.45195853081, ""BC"": -0.169395300587, ""BD"": -0.517274620857, ""CD"": -0.812335602827}","{""AB"": 0.162433510943, ""AC"": 0.059387131764, ""AD"": 0.021794325173, ""BC"": 0.038222419662, ""BD"": 0.071816625685, ""CD"": 0.037153538509}",20260710,original_54
27,rhythm_stop_burst,irregular_ABCD,17,4.129456405949,0.0,0.380422959666,0.798680745309,0.177235307525,"{""A"": 0.269187392555, ""B"": 0.380422959666, ""C"": 0.29927463184, ""D"": 0.163410300871}","{""AB"": -0.798680745309, ""AC"": -0.583752676013, ""AD"": -0.412309655677, ""BC"": -0.39937254522, ""BD"": -0.307365205577, ""CD"": 0.142384821211}","{""AB"": 0.000520830967, ""AC"": 0.0, ""AD"": 0.030803648429, ""BC"": 0.177235307525, ""BD"": 0.062484170705, ""CD"": 0.109726339528}",20260710,original_54
28,rhythm_stop_burst,burst_then_idle,23,-2.951175501629,-0.739996090162,0.337044973543,0.637831791522,0.0,"{""A"": 0.320539198684, ""B"": 0.308679176032, ""C"": 0.337044973543, ""D"": 0.23830125555}","{""AB"": -0.637831791522, ""AC"": -0.355211417572, ""AD"": -0.441863899569, ""BC"": -0.55428553899, ""BD"": -0.254852673496, ""CD"": -0.342012574761}","{""AB"": 0.0, ""AC"": 0.0, ""AD"": 0.0, ""BC"": 0.0, ""BD"": 0.0, ""CD"": 0.0}",20260710,original_54
29,rhythm_stop_burst,stop_then_reverse_phase,10,2.188437406393,0.0,0.630343740233,0.50811864214,0.128477871564,"{""A"": 0.630343740233, ""B"": 0.50162636426, ""C"": 0.490971214566, ""D"": 0.197679796627}","{""AB"": -0.136106366811, ""AC"": -0.216786366515, ""AD"": -0.50811864214, ""BC"": -0.043981482459, ""BD"": -0.278434185354, ""CD"": -0.148391034922}","{""AB"": 0.027575515344, ""AC"": 0.128477871564, ""AD"": 0.049371085004, ""BC"": 0.124784969745, ""BD"": 0.0, ""CD"": 0.107754754568}",20260710,original_54
30,damage_restore_rewire,delete_A_then_run,3,4.207483857941,-0.001588387599,0.363821553267,1.023475389314,0.081915232825,"{""A"": 0.298072333818, ""B"": 0.336460266658, ""C"": 0.326049361383, ""D"": 0.363821553267}","{""AB"": -1.023475389314, ""AC"": -0.17851643416, ""AD"": -0.34377502976, ""BC"": -0.741482674585, ""BD"": -0.28796111208, ""CD"": -0.27035015637}","{""AB"": 0.081915232825, ""AC"": 0.0, ""AD"": 0.0, ""BC"": 0.029331319231, ""BD"": 0.0, ""CD"": 0.044654911877}",20260710,original_54
31,damage_restore_rewire,delete_B_then_run,3,4.228930622669,-0.002349116001,0.358111979609,0.867114917455,0.060224301632,"{""A"": 0.341571707109, ""B"": 0.276170908332, ""C"": 0.295645133804, ""D"": 0.358111979609}","{""AB"": -0.867114917455, ""AC"": -0.170912963543, ""AD"": -0.305189180527, ""BC"": -0.496342231833, ""BD"": -0.1637699251, ""CD"": -0.197812261574}","{""AB"": 0.029738304173, ""AC"": 0.057302114293, ""AD"": 0.0, ""BC"": 0.01871700502, ""BD"": 0.060224301632, ""CD"": 0.039236835926}",20260710,original_54
32,damage_restore_rewire,delete_C_then_run,3,3.248167501351,-0.004012197936,0.353843944672,0.889907450493,0.079812565366,"{""A"": 0.346035466522, ""B"": 0.339799045133, ""C"": 0.278239990895, ""D"": 0.353843944672}","{""AB"": -0.889907450493, ""AC"": -0.175993447843, ""AD"": -0.26910591323, ""BC"": -0.889059146383, ""BD"": -0.101604869545, ""CD"": -0.621573830814}","{""AB"": 0.079812565366, ""AC"": 0.0, ""AD"": 0.0, ""BC"": 0.048264168031, ""BD"": 0.0, ""CD"": 0.04956658375}",20260710,original_54
33,damage_restore_rewire,delete_D_then_run,3,3.316718541006,-0.00557346084,0.343859595569,1.042462195343,0.149722153658,"{""A"": 0.331672893204, ""B"": 0.343859595569, ""C"": 0.300352252243, ""D"": 0.246730412606}","{""AB"": -1.042462195343, ""AC"": -0.36349965097, ""AD"": -0.661648195022, ""BC"": -0.51098890957, ""BD"": 0.089601202403, ""CD"": -0.57655037761}","{""AB"": 0.149722153658, ""AC"": 0.0, ""AD"": 0.0, ""BC"": 0.0, ""BD"": 0.015408612643, ""CD"": 0.134808994275}",20260710,original_54
34,damage_restore_rewire,damage_B_restore_B,5,0.268580590774,-0.464444444444,0.572017754424,0.667810949409,0.003187772828,"{""A"": 0.572017754424, ""B"": 0.341015294457, ""C"": 0.272617419414, ""D"": 0.443075920461}","{""AB"": -0.667810949409, ""AC"": -0.535218467128, ""AD"": -0.169762511664, ""BC"": -0.222720120792, ""BD"": -0.418180976869, ""CD"": -0.445058016794}","{""AB"": 0.003187772828, ""AC"": 0.0, ""AD"": 0.0, ""BC"": 0.0, ""BD"": 0.0, ""CD"": 0.0}",20260710,original_54
35,damage_restore_rewire,damage_C_restore_A,5,0.422909328499,-0.464444444444,0.350198397805,0.556859227856,0.042102959296,"{""A"": 0.347835588332, ""B"": 0.327605511546, ""C"": 0.340927674064, ""D"": 0.350198397805}","{""AB"": -0.541267180355, ""AC"": -0.556859227856, ""AD"": -0.385428257886, ""BC"": -0.32781611021, ""BD"": -0.450143231943, ""CD"": -0.213863172644}","{""AB"": 0.0, ""AC"": 0.0, ""AD"": 0.042102959296, ""BC"": 0.0, ""BD"": 0.0, ""CD"": 0.0}",20260710,original_54
36,damage_restore_rewire,swap_A_D_midrun,5,3.358680872325,0.0,0.426513972682,1.004621239013,0.141776028577,"{""A"": 0.373255644084, ""B"": 0.36025054051, ""C"": 0.288684764014, ""D"": 0.426513972682}","{""AB"": -1.004621239013, ""AC"": -0.224349349863, ""AD"": -0.152876564311, ""BC"": -0.83540957833, ""BD"": -0.470197927482, ""CD"": -0.28588936926}","{""AB"": 0.125722231122, ""AC"": 0.0, ""AD"": 0.017210391043, ""BC"": 0.141776028577, ""BD"": 0.021351798078, ""CD"": 0.006927697375}",20260710,original_54
37,damage_restore_rewire,cut_middle_then_reconnect,6,2.875389118928,0.0,0.450437012801,1.074374743534,0.288223285778,"{""A"": 0.282309225223, ""B"": 0.450437012801, ""C"": 0.401477486207, ""D"": 0.375298222057}","{""AB"": -1.074374743534, ""AC"": -0.597858909939, ""AD"": -0.295740047757, ""BC"": -0.347279854812, ""BD"": -0.319115893632, ""CD"": -0.026845225594}","{""AB"": 0.288223285778, ""AC"": 0.0, ""AD"": 0.00652833451, ""BC"": 0.042864736628, ""BD"": 0.0, ""CD"": 0.227284639935}",20260710,original_54
38,topology_mutation,ring,5,4.078783017091,0.0,0.434874115624,0.693983456762,0.160338303239,"{""A"": 0.434874115624, ""B"": 0.291693790818, ""C"": 0.428842839629, ""D"": 0.126834927151}","{""AB"": -0.314396614387, ""AC"": -0.542056293342, ""AD"": -0.216022935246, ""BC"": -0.693983456762, ""BD"": -0.379722067269, ""CD"": -0.521563005173}","{""AB"": 0.0, ""AC"": 0.083988150791, ""AD"": 0.00181791425, ""BC"": 0.160338303239, ""BD"": 0.025366445428, ""CD"": 0.059481475812}",20260710,original_54
39,topology_mutation,cross,5,3.149665820694,0.0,0.290272914809,0.540524942893,0.160875349053,"{""A"": 0.104184434748, ""B"": 0.026036912053, ""C"": 0.261836366582, ""D"": 0.290272914809}","{""AB"": -0.172159460699, ""AC"": -0.33986738757, ""AD"": -0.430181053118, ""BC"": -0.361893448126, ""BD"": -0.540524942893, ""CD"": -0.292064004278}","{""AB"": 0.0, ""AC"": 0.045447743111, ""AD"": 0.0, ""BC"": 0.0, ""BD"": 0.160875349053, ""CD"": 0.0}",20260710,original_54
40,topology_mutation,long_plus_chain,5,3.857770547529,0.0,0.380375740764,0.662521194813,0.22645993839,"{""A"": 0.185283667758, ""B"": 0.196458848184, ""C"": 0.380375740764, ""D"": 0.256910565724}","{""AB"": -0.420029516384, ""AC"": -0.476483605411, ""AD"": -0.569653125667, ""BC"": -0.662521194813, ""BD"": -0.36517997352, ""CD"": -0.507307974065}","{""AB"": 0.088896144069, ""AC"": 0.0, ""AD"": 0.008594200342, ""BC"": 0.22645993839, ""BD"": 0.053427014425, ""CD"": 0.061084289301}",20260710,original_54
41,topology_mutation,star_B,5,4.560420989722,0.0,0.471125574065,0.416932472669,0.171416437639,"{""A"": 0.334680478142, ""B"": 0.471125574065, ""C"": 0.301164967375, ""D"": 0.300766420813}","{""AB"": -0.397675471878, ""AC"": -0.416932472669, ""AD"": -0.259786734744, ""BC"": -0.113446099442, ""BD"": -0.126377442655, ""CD"": -0.19684673833}","{""AB"": 0.042982251335, ""AC"": 0.021985345116, ""AD"": 0.02889619334, ""BC"": 0.110665456527, ""BD"": 0.171416437639, ""CD"": 0.012014464872}",20260710,original_54
42,topology_mutation,single_AD,5,1.396632930445,0.0,0.354869073144,0.517735363103,0.190776015667,"{""A"": 0.060387538056, ""B"": 0.0, ""C"": 0.0, ""D"": 0.354869073144}","{""AB"": -0.07849381293, ""AC"": -0.071560204582, ""AD"": -0.517735363103, ""BC"": 0.0, ""BD"": -0.461271108885, ""CD"": -0.420525563578}","{""AB"": 0.0, ""AC"": 0.0, ""AD"": 0.190776015667, ""BC"": 0.0, ""BD"": 0.0, ""CD"": 0.0}",20260710,original_54
43,initial_environment_variation,empty,5,8.774040673229,-0.275347494362,0.549600937939,1.469121746693,0.222865539514,"{""A"": 0.360728233521, ""B"": 0.482646370142, ""C"": 0.549600937939, ""D"": 0.261481042322}","{""AB"": -1.469121746693, ""AC"": -0.844149311546, ""AD"": -0.988687737905, ""BC"": -1.225945742195, ""BD"": -0.759715935542, ""CD"": -1.182970103619}","{""AB"": 0.222865539514, ""AC"": 0.0, ""AD"": 0.0, ""BC"": 0.007749094704, ""BD"": 0.021237857346, ""CD"": 0.049005327196}",20260710,original_54
44,initial_environment_variation,biased_left,5,4.863088259329,-0.391556688349,0.637062676441,1.498274892394,0.062593842883,"{""A"": 0.046173382664, ""B"": 0.35495228427, ""C"": 0.637062676441, ""D"": 0.261882543546}","{""AB"": -0.416762760452, ""AC"": -0.322271292173, ""AD"": -0.252268340574, ""BC"": -1.208110456534, ""BD"": -0.431904931551, ""CD"": -1.498274892394}","{""AB"": 0.031997893211, ""AC"": 0.0, ""AD"": 0.0, ""BC"": 0.033110363741, ""BD"": 0.062593842883, ""CD"": 0.051153584654}",20260710,original_54
45,initial_environment_variation,biased_right,5,6.199526454648,-0.373074764212,0.501560132431,1.433978966705,0.102313317899,"{""A"": 0.365475439481, ""B"": 0.47962025001, ""C"": 0.501560132431, ""D"": 0.182236889795}","{""AB"": -1.433978966705, ""AC"": -0.721650008497, ""AD"": -0.355639669038, ""BC"": -1.198468304673, ""BD"": -0.226878246798, ""CD"": -0.673186797098}","{""AB"": 0.102313317899, ""AC"": 0.0, ""AD"": 0.0, ""BC"": 0.005135812147, ""BD"": 0.0, ""CD"": 0.026615635598}",20260710,original_54
46,initial_environment_variation,alternating,5,3.079295404353,-0.378978934125,0.441822432254,1.09976490542,0.086507515841,"{""A"": 0.132303115295, ""B"": 0.441822432254, ""C"": 0.374753066056, ""D"": 0.267556344445}","{""AB"": -0.611010204082, ""AC"": -0.244170008525, ""AD"": -0.449157363048, ""BC"": -0.629904075014, ""BD"": -0.617884364542, ""CD"": -1.09976490542}","{""AB"": 0.063535869649, ""AC"": 0.0, ""AD"": 0.0, ""BC"": 0.061926570994, ""BD"": 0.0, ""CD"": 0.086507515841}",20260710,original_54
47,initial_environment_variation,random_product,5,3.10072904069,-0.386866261488,0.455039636687,1.253010895806,0.099309495462,"{""A"": 0.084966689748, ""B"": 0.412315826726, ""C"": 0.455039636687, ""D"": 0.259080098985}","{""AB"": -0.480388167051, ""AC"": -0.261026213596, ""AD"": -0.341703009073, ""BC"": -0.772632178752, ""BD"": -0.574690797398, ""CD"": -1.253010895806}","{""AB"": 0.055324678003, ""AC"": 0.0, ""AD"": 0.0, ""BC"": 0.074666871017, ""BD"": 0.0, ""CD"": 0.099309495462}",20260710,original_54
48,initial_environment_variation,mixed,5,-0.519334392543,-0.126790954214,0.295081704027,0.536829033737,0.0,"{""A"": 0.169219618285, ""B"": 0.295081704027, ""C"": 0.283027596894, ""D"": 0.157254057748}","{""AB"": -0.527749157999, ""AC"": -0.201572037721, ""AD"": -0.203352038055, ""BC"": -0.408573582597, ""BD"": -0.054889998077, ""CD"": -0.536829033737}","{""AB"": 0.0, ""AC"": 0.0, ""AD"": 0.0, ""BC"": 0.0, ""BD"": 0.0, ""CD"": 0.0}",20260710,original_54
49,initial_environment_variation,seed_entangled,5,-4.375335378994,-0.472460157186,0.369913218696,0.933382876561,0.264320242711,"{""A"": 0.024623841994, ""B"": 0.287818755311, ""C"": 0.369913218696, ""D"": 0.209413768415}","{""AB"": -0.474304822025, ""AC"": -0.21511386961, ""AD"": -0.123900256219, ""BC"": -0.380303805956, ""BD"": 0.101032764653, ""CD"": -0.933382876561}","{""AB"": -0.264320242711, ""AC"": 0.0, ""AD"": 0.0, ""BC"": 0.006097609966, ""BD"": 0.0, ""CD"": 0.147949959942}",20260710,original_54
