scenario_id,family,pattern,n_steps,delta_l1_coherence,delta_purity,max_abs_part_P1_delta,max_abs_ZZ_delta,max_abs_negativity_delta,part_P1_delta_json,pair_ZZ_delta_json,pair_negativity_delta_json,seed,scope
18,all_24_touch_orders,CDBA,9,1.978361882719,0.0,0.625784145345,0.717111015295,0.201067276577,"{""A"": 0.625784145345, ""B"": 0.089353810544, ""C"": 0.396220862597, ""D"": 0.539008385017}","{""AB"": -0.688610387942, ""AC"": -0.467312773867, ""AD"": -0.124568062077, ""BC"": -0.717111015295, ""BD"": -0.680909982913, ""CD"": -0.029634893537}","{""AB"": 0.115842911538, ""AC"": 0.009244724111, ""AD"": 0.0, ""BC"": 0.201067276577, ""BD"": 0.0, ""CD"": 0.080626197843}",20260711,original_54
19,all_24_touch_orders,DABC,9,3.815444101906,0.0,0.531045337874,0.59520298154,0.368087928092,"{""A"": 0.489539264077, ""B"": 0.204812193475, ""C"": 0.325390910011, ""D"": 0.531045337874}","{""AB"": -0.492550599268, ""AC"": -0.59520298154, ""AD"": -0.230340357315, ""BC"": -0.555556223656, ""BD"": -0.49357322049, ""CD"": -0.162006526243}","{""AB"": 0.009119187099, ""AC"": 0.02426233817, ""AD"": 0.0, ""BC"": 0.368087928092, ""BD"": 0.00718892822, ""CD"": 0.049002194682}",20260711,original_54
20,all_24_touch_orders,DACB,9,4.318489866667,0.0,0.521942218556,0.62536222494,0.386766984114,"{""A"": 0.521942218556, ""B"": 0.262142205365, ""C"": 0.30202192538, ""D"": 0.500310651276}","{""AB"": -0.475443452774, ""AC"": -0.62536222494, ""AD"": -0.244138650457, ""BC"": -0.612325159879, ""BD"": -0.447338890387, ""CD"": -0.220484603293}","{""AB"": 0.00363909043, ""AC"": 0.017150026596, ""AD"": 0.0, ""BC"": 0.386766984114, ""BD"": 0.009221758942, ""CD"": 0.042153415039}",20260711,original_54
21,all_24_touch_orders,DBAC,9,3.450672532824,0.0,0.593603349731,0.671169396239,0.318843746329,"{""A"": 0.593603349731, ""B"": 0.242260729796, ""C"": 0.221725399725, ""D"": 0.506254276917}","{""AB"": -0.491299297385, ""AC"": -0.671169396239, ""AD"": -0.134619828931, ""BC"": -0.557830394016, ""BD"": -0.437726023801, ""CD"": -0.232555059088}","{""AB"": 0.034357505102, ""AC"": 0.028341160191, ""AD"": 0.0, ""BC"": 0.318843746329, ""BD"": 0.002403274945, ""CD"": 0.087433448293}",20260711,original_54
22,all_24_touch_orders,DBCA,9,2.636896238245,0.0,0.643596877483,0.798735424713,0.321162534596,"{""A"": 0.643596877483, ""B"": 0.243445179676, ""C"": 0.173041589293, ""D"": 0.485679887253}","{""AB"": -0.484740411223, ""AC"": -0.798735424713, ""AD"": -0.105681467671, ""BC"": -0.596899995134, ""BD"": -0.444116324031, ""CD"": -0.309056615566}","{""AB"": 0.036939310082, ""AC"": 0.030241768357, ""AD"": 0.0, ""BC"": 0.321162534596, ""BD"": 0.000945787505, ""CD"": 0.082358184398}",20260711,original_54
23,all_24_touch_orders,DCAB,9,3.244428081897,0.0,0.597313324373,0.75425287779,0.339522776167,"{""A"": 0.597313324373, ""B"": 0.212161896845, ""C"": 0.326896834059, ""D"": 0.501649426935}","{""AB"": -0.518323030012, ""AC"": -0.625940793474, ""AD"": -0.171445615303, ""BC"": -0.75425287779, ""BD"": -0.484195536712, ""CD"": -0.183855936816}","{""AB"": 0.021437301041, ""AC"": 0.01922747194, ""AD"": 0.0, ""BC"": 0.339522776167, ""BD"": 0.005515795788, ""CD"": 0.051413851726}",20260711,original_54
24,all_24_touch_orders,DCBA,9,2.381262991518,0.0,0.62786930382,0.742949099828,0.322534702571,"{""A"": 0.62786930382, ""B"": 0.186219621981, ""C"": 0.308306917171, ""D"": 0.468506942269}","{""AB"": -0.623678664055, ""AC"": -0.643433941935, ""AD"": -0.103652216745, ""BC"": -0.742949099828, ""BD"": -0.483948890352, ""CD"": -0.153081059575}","{""AB"": 0.047260870042, ""AC"": 0.027207359112, ""AD"": 0.0, ""BC"": 0.322534702571, ""BD"": 0.0, ""CD"": 0.053513054738}",20260711,original_54
25,rhythm_stop_burst,fast_repeat_A,33,5.038999224816,0.0,0.364098775707,0.59522534691,0.186948890087,"{""A"": 0.364098775707, ""B"": 0.193439852289, ""C"": 0.161717356593, ""D"": 0.305710181727}","{""AB"": -0.59522534691, ""AC"": -0.488975731016, ""AD"": -0.473654601779, ""BC"": -0.404777773536, ""BD"": -0.160817714346, ""CD"": -0.323815820424}","{""AB"": 0.181641374353, ""AC"": 0.095927059338, ""AD"": 0.011008378717, ""BC"": 0.186948890087, ""BD"": 0.007333409056, ""CD"": 0.012902971339}",20260711,original_54
26,rhythm_stop_burst,slow_repeat_A,25,2.601391801466,0.0,0.602006662125,0.836012412755,0.15015489535,"{""A"": 0.341750846588, ""B"": 0.464241737037, ""C"": 0.602006662125, ""D"": -0.019998140386}","{""AB"": -0.16333046716, ""AC"": -0.398058629127, ""AD"": -0.466508413831, ""BC"": -0.162551618562, ""BD"": -0.554871318738, ""CD"": -0.836012412755}","{""AB"": 0.15015489535, ""AC"": 0.058347806242, ""AD"": 0.022926299465, ""BC"": 0.027396874456, ""BD"": 0.067641375787, ""CD"": 0.048006869147}",20260711,original_54
27,rhythm_stop_burst,irregular_ABCD,17,3.703496151316,0.0,0.372012280725,0.770221077373,0.176142883506,"{""A"": 0.262691717185, ""B"": 0.372012280725, ""C"": 0.279993068355, ""D"": 0.158966506993}","{""AB"": -0.770221077373, ""AC"": -0.53918488197, ""AD"": -0.396960333318, ""BC"": -0.361417506285, ""BD"": -0.282560643701, ""CD"": 0.183536708455}","{""AB"": 0.0, ""AC"": 0.0, ""AD"": 0.028608196298, ""BC"": 0.176142883506, ""BD"": 0.058208465547, ""CD"": 0.11684889584}",20260711,original_54
28,rhythm_stop_burst,burst_then_idle,23,-2.915968596556,-0.740100101492,0.350877539981,0.632705868487,0.0,"{""A"": 0.317894066317, ""B"": 0.306739278704, ""C"": 0.350877539981, ""D"": 0.239056490072}","{""AB"": -0.632705868487, ""AC"": -0.379491866747, ""AD"": -0.441105853931, ""BC"": -0.559392437836, ""BD"": -0.249549077113, ""CD"": -0.348528155428}","{""AB"": 0.0, ""AC"": 0.0, ""AD"": 0.0, ""BC"": 0.0, ""BD"": 0.0, ""CD"": 0.0}",20260711,original_54
29,rhythm_stop_burst,stop_then_reverse_phase,10,2.748753874079,0.0,0.626421764695,0.566683425906,0.127709703737,"{""A"": 0.626421764695, ""B"": 0.542558351265, ""C"": 0.491252829665, ""D"": 0.209309012242}","{""AB"": -0.19864569938, ""AC"": -0.234203491806, ""AD"": -0.566683425906, ""BC"": -0.085901719106, ""BD"": -0.357939632497, ""CD"": -0.194922086997}","{""AB"": 0.011535623312, ""AC"": 0.127709703737, ""AD"": 0.050167420242, ""BC"": 0.120844617617, ""BD"": 0.0, ""CD"": 0.106571463507}",20260711,original_54
30,damage_restore_rewire,delete_A_then_run,3,4.031992737942,-0.001697004724,0.360731310024,0.997342790962,0.080583172281,"{""A"": 0.293558069177, ""B"": 0.324866313842, ""C"": 0.330519791778, ""D"": 0.360731310024}","{""AB"": -0.997342790962, ""AC"": -0.178067182548, ""AD"": -0.328082089029, ""BC"": -0.743591095183, ""BD"": -0.279898583708, ""CD"": -0.274527637234}","{""AB"": 0.080583172281, ""AC"": 0.0, ""AD"": 0.0, ""BC"": 0.031144545297, ""BD"": 0.0, ""CD"": 0.042830519935}",20260711,original_54
31,damage_restore_rewire,delete_B_then_run,3,4.018883635944,-0.002641059908,0.348006380136,0.869283498194,0.061664768036,"{""A"": 0.34706265824, ""B"": 0.268038302112, ""C"": 0.289020543318, ""D"": 0.348006380136}","{""AB"": -0.869283498194, ""AC"": -0.156204947234, ""AD"": -0.279096650692, ""BC"": -0.481802375327, ""BD"": -0.15368398193, ""CD"": -0.154897884766}","{""AB"": 0.032575480743, ""AC"": 0.061664768036, ""AD"": 0.0, ""BC"": 0.013530819925, ""BD"": 0.059987890652, ""CD"": 0.039893783537}",20260711,original_54
32,damage_restore_rewire,delete_C_then_run,3,3.501756944926,-0.004087185227,0.365649432223,0.915994844528,0.075612839089,"{""A"": 0.34682432544, ""B"": 0.349256764438, ""C"": 0.279713882945, ""D"": 0.365649432223}","{""AB"": -0.915994844528, ""AC"": -0.175210452909, ""AD"": -0.311442521333, ""BC"": -0.895138961444, ""BD"": -0.117717470903, ""CD"": -0.641846695151}","{""AB"": 0.075612839089, ""AC"": 0.0, ""AD"": 0.0, ""BC"": 0.046981334777, ""BD"": 0.0, ""CD"": 0.046225034836}",20260711,original_54
33,damage_restore_rewire,delete_D_then_run,3,3.391000122164,-0.005744614176,0.343013271126,1.058600248919,0.15140568657,"{""A"": 0.339043129497, ""B"": 0.343013271126, ""C"": 0.2970743367, ""D"": 0.242750092618}","{""AB"": -1.058600248919, ""AC"": -0.370813089463, ""AD"": -0.669389445348, ""BC"": -0.500076191199, ""BD"": 0.090592053265, ""CD"": -0.561989838422}","{""AB"": 0.15140568657, ""AC"": 0.0, ""AD"": 0.0, ""BC"": 0.0, ""BD"": 0.010954473011, ""CD"": 0.133796863041}",20260711,original_54
34,damage_restore_rewire,damage_B_restore_B,5,-0.340397262918,-0.464444444444,0.555647958765,0.612078253889,0.003706338648,"{""A"": 0.555647958765, ""B"": 0.317648061956, ""C"": 0.252959573174, ""D"": 0.439023236306}","{""AB"": -0.612078253889, ""AC"": -0.494802118553, ""AD"": -0.1319711103, ""BC"": -0.199322893801, ""BD"": -0.391782208053, ""CD"": -0.426341122639}","{""AB"": 0.003706338648, ""AC"": 0.0, ""AD"": 0.0, ""BC"": 0.0, ""BD"": 0.0, ""CD"": 0.0}",20260711,original_54
35,damage_restore_rewire,damage_C_restore_A,5,0.980022801394,-0.464444444444,0.366457399985,0.607016595864,0.034731009306,"{""A"": 0.357438701303, ""B"": 0.35101129338, ""C"": 0.366457399985, ""D"": 0.341220117123}","{""AB"": -0.607016595864, ""AC"": -0.589394705537, ""AD"": -0.377842658405, ""BC"": -0.394381380614, ""BD"": -0.453669157871, ""CD"": -0.216488794368}","{""AB"": 0.0, ""AC"": 0.0, ""AD"": 0.034731009306, ""BC"": 0.0, ""BD"": 0.0, ""CD"": 0.0}",20260711,original_54
36,damage_restore_rewire,swap_A_D_midrun,5,2.9992339756,0.0,0.412881839067,0.975198537135,0.148519566939,"{""A"": 0.368869509632, ""B"": 0.3485203493, ""C"": 0.288690949168, ""D"": 0.412881839067}","{""AB"": -0.975198537135, ""AC"": -0.216921184934, ""AD"": -0.113329631792, ""BC"": -0.833453849045, ""BD"": -0.443943944649, ""CD"": -0.271773340943}","{""AB"": 0.12590653754, ""AC"": 0.0, ""AD"": 0.021389235486, ""BC"": 0.148519566939, ""BD"": 0.016679467479, ""CD"": 0.006225532089}",20260711,original_54
37,damage_restore_rewire,cut_middle_then_reconnect,6,2.920464780587,0.0,0.454551762716,1.087781577826,0.291593372259,"{""A"": 0.278815701341, ""B"": 0.454551762716, ""C"": 0.380014124461, ""D"": 0.388423324714}","{""AB"": -1.087781577826, ""AC"": -0.565389917211, ""AD"": -0.321064161442, ""BC"": -0.321643518673, ""BD"": -0.369665657308, ""CD"": -0.078637140655}","{""AB"": 0.291593372259, ""AC"": 0.0, ""AD"": 0.006663815623, ""BC"": 0.044208493694, ""BD"": 0.0, ""CD"": 0.229318102744}",20260711,original_54
38,topology_mutation,ring,5,4.422001700083,0.0,0.44989702826,0.698108832211,0.161405932604,"{""A"": 0.44989702826, ""B"": 0.292945023002, ""C"": 0.425646136522, ""D"": 0.135558812828}","{""AB"": -0.34277701566, ""AC"": -0.5601463696, ""AD"": -0.2399548588, ""BC"": -0.698108832211, ""BD"": -0.39566294905, ""CD"": -0.502541828331}","{""AB"": 0.0, ""AC"": 0.085694067237, ""AD"": 0.003500719381, ""BC"": 0.161405932604, ""BD"": 0.024165697354, ""CD"": 0.04735156802}",20260711,original_54
39,topology_mutation,cross,5,3.124962020035,0.0,0.286056813701,0.517117497217,0.1645725794,"{""A"": 0.103141663039, ""B"": 0.018412999688, ""C"": 0.262888447498, ""D"": 0.286056813701}","{""AB"": -0.156228881343, ""AC"": -0.345252239872, ""AD"": -0.419659655314, ""BC"": -0.348557667618, ""BD"": -0.517117497217, ""CD"": -0.298446055198}","{""AB"": 0.0, ""AC"": 0.045283084871, ""AD"": 0.0, ""BC"": 0.0, ""BD"": 0.1645725794, ""CD"": 0.0}",20260711,original_54
40,topology_mutation,long_plus_chain,5,3.639925678564,0.0,0.382184881814,0.667848279714,0.232812060035,"{""A"": 0.167721738943, ""B"": 0.198515094493, ""C"": 0.382184881814, ""D"": 0.247987930069}","{""AB"": -0.398501170161, ""AC"": -0.463348372993, ""AD"": -0.54603005652, ""BC"": -0.667848279714, ""BD"": -0.3554785994, ""CD"": -0.513938204648}","{""AB"": 0.083870804998, ""AC"": 0.0, ""AD"": 0.009883426513, ""BC"": 0.232812060035, ""BD"": 0.057527738346, ""CD"": 0.064909831766}",20260711,original_54
41,topology_mutation,star_B,5,4.657250192021,0.0,0.463812905027,0.413885530398,0.167509140559,"{""A"": 0.335380723739, ""B"": 0.463812905027, ""C"": 0.298832466481, ""D"": 0.308515131731}","{""AB"": -0.388839128607, ""AC"": -0.413885530398, ""AD"": -0.291137043349, ""BC"": -0.099799332347, ""BD"": -0.140419706431, ""CD"": -0.212398032405}","{""AB"": 0.044708827884, ""AC"": 0.021873793551, ""AD"": 0.028871132911, ""BC"": 0.113513713374, ""BD"": 0.167509140559, ""CD"": 0.01111473715}",20260711,original_54
42,topology_mutation,single_AD,5,1.212691271335,0.0,0.349597616787,0.506397589817,0.198169422307,"{""A"": 0.064820033683, ""B"": 0.0, ""C"": 0.0, ""D"": 0.349597616787}","{""AB"": -0.083744053806, ""AC"": -0.075463438018, ""AD"": -0.506397589817, ""BC"": 0.0, ""BD"": -0.451661623225, ""CD"": -0.407001301707}","{""AB"": 0.0, ""AC"": 0.0, ""AD"": 0.198169422307, ""BC"": 0.0, ""BD"": 0.0, ""CD"": 0.0}",20260711,original_54
43,initial_environment_variation,empty,5,8.829370585803,-0.275584019221,0.54698047211,1.469537600266,0.224654498756,"{""A"": 0.361523201555, ""B"": 0.483499556584, ""C"": 0.54698047211, ""D"": 0.260517441045}","{""AB"": -1.469537600266, ""AC"": -0.840570437578, ""AD"": -0.989088014041, ""BC"": -1.225210252622, ""BD"": -0.764237114921, ""CD"": -1.175577296909}","{""AB"": 0.224654498756, ""AC"": 0.0, ""AD"": 0.0, ""BC"": 0.008033688256, ""BD"": 0.019842250762, ""CD"": 0.049393927803}",20260711,original_54
44,initial_environment_variation,biased_left,5,4.917260108062,-0.394622810769,0.638427136514,1.498447092792,0.055103280615,"{""A"": 0.034133579054, ""B"": 0.351570024713, ""C"": 0.638427136514, ""D"": 0.257576241626}","{""AB"": -0.379852254543, ""AC"": -0.298524636138, ""AD"": -0.220204862392, ""BC"": -1.20601825873, ""BD"": -0.437735694525, ""CD"": -1.498447092792}","{""AB"": 0.030749594096, ""AC"": 0.0, ""AD"": 0.0, ""BC"": 0.033494070744, ""BD"": 0.054382692445, ""CD"": 0.055103280615}",20260711,original_54
45,initial_environment_variation,biased_right,5,6.60936701481,-0.375901376086,0.507051653846,1.449837814296,0.109173697091,"{""A"": 0.370926905336, ""B"": 0.476119757104, ""C"": 0.507051653846, ""D"": 0.176166306705}","{""AB"": -1.449837814296, ""AC"": -0.739312936183, ""AD"": -0.326526081615, ""BC"": -1.217608501153, ""BD"": -0.222002517343, ""CD"": -0.62052746945}","{""AB"": 0.109173697091, ""AC"": 0.0, ""AD"": 0.0, ""BC"": 0.008195615369, ""BD"": 0.0, ""CD"": 0.031726023998}",20260711,original_54
46,initial_environment_variation,alternating,5,3.414056012967,-0.383217822274,0.436815783939,1.051327079509,0.079817888849,"{""A"": 0.120611720878, ""B"": 0.436815783939, ""C"": 0.355837923146, ""D"": 0.266740099966}","{""AB"": -0.551034758121, ""AC"": -0.213319718379, ""AD"": -0.41923522936, ""BC"": -0.59020944059, ""BD"": -0.628676960486, ""CD"": -1.051327079509}","{""AB"": 0.058124674627, ""AC"": 0.0, ""AD"": 0.0, ""BC"": 0.075718006732, ""BD"": 0.0, ""CD"": 0.079817888849}",20260711,original_54
47,initial_environment_variation,random_product,5,6.695435901478,-0.337956078957,0.496591403106,1.051795540592,0.026915090043,"{""A"": 0.355698480776, ""B"": 0.179493236209, ""C"": 0.496591403106, ""D"": 0.241113821463}","{""AB"": -0.656777726884, ""AC"": -0.853304730634, ""AD"": -0.643557035204, ""BC"": -0.574618775418, ""BD"": -0.100807146021, ""CD"": -1.051795540592}","{""AB"": 0.0, ""AC"": 0.0, ""AD"": 0.0, ""BC"": 0.026915090043, ""BD"": 0.0, ""CD"": 0.0}",20260711,original_54
48,initial_environment_variation,mixed,5,-0.657583116659,-0.126815533004,0.291985100474,0.540304326558,0.0,"{""A"": 0.164484414498, ""B"": 0.291985100474, ""C"": 0.274063176974, ""D"": 0.160810009997}","{""AB"": -0.516769270748, ""AC"": -0.188923864162, ""AD"": -0.208789748468, ""BC"": -0.386394586117, ""BD"": -0.060920666896, ""CD"": -0.540304326558}","{""AB"": 0.0, ""AC"": 0.0, ""AD"": 0.0, ""BC"": 0.0, ""BD"": 0.0, ""CD"": 0.0}",20260711,original_54
49,initial_environment_variation,seed_entangled,5,-3.822756131117,-0.469232308219,0.391633044922,0.964351461595,0.280224011717,"{""A"": 0.036189657328, ""B"": 0.286733108856, ""C"": 0.391633044922, ""D"": 0.215032712234}","{""AB"": -0.50151382669, ""AC"": -0.231249671465, ""AD"": -0.139191891248, ""BC"": -0.405406459595, ""BD"": 0.088698564631, ""CD"": -0.964351461595}","{""AB"": -0.280224011717, ""AC"": 0.0, ""AD"": 0.0, ""BC"": 0.002769310569, ""BD"": 0.0, ""CD"": 0.140029456558}",20260711,original_54
50,two_cell_contact,touch_A_contact_BC,6,1.132187830148,0.0,0.64344619588,1.011581687709,0.310176483062,"{""A"": 0.64344619588, ""B"": 0.299806894004, ""C"": 0.275121199821, ""D"": 0.368383461996}","{""AB"": -0.401256191057, ""AC"": -0.630607794398, ""AD"": -0.013043781745, ""BC"": -1.011581687709, ""BD"": -0.368791966481, ""CD"": -0.163939079794}","{""AB"": 0.026788538962, ""AC"": 0.022752352432, ""AD"": 0.055057495572, ""BC"": 0.310176483062, ""BD"": 0.009051431892, ""CD"": 0.035130223557}",20260711,original_54
51,two_cell_contact,separate_recontact,8,2.368205124327,0.0,0.537005105719,0.947724634822,0.190064439674,"{""A"": 0.537005105719, ""B"": 0.472576795231, ""C"": 0.175201437164, ""D"": 0.51683545084}","{""AB"": -0.22963979604, ""AC"": -0.757596605789, ""AD"": -0.11688399265, ""BC"": -0.947724634822, ""BD"": -0.008385468526, ""CD"": -0.705510316202}","{""AB"": 0.059216470918, ""AC"": 0.0, ""AD"": 0.0, ""BC"": 0.190064439674, ""BD"": 0.0, ""CD"": 0.08341103505}",20260711,original_54
52,two_cell_contact,cross_contact,5,3.829328029634,0.0,0.354417396965,0.418573845339,0.145446586019,"{""A"": 0.1761743767, ""B"": 0.354417396965, ""C"": 0.225494961485, ""D"": 0.192498770195}","{""AB"": -0.31548657614, ""AC"": -0.301621927883, ""AD"": -0.124101514992, ""BC"": -0.209977682567, ""BD"": -0.418573845339, ""CD"": -0.120162111524}","{""AB"": 0.064697254186, ""AC"": 0.0, ""AD"": 0.040218794257, ""BC"": 0.145446586019, ""BD"": 0.03909890891, ""CD"": 0.034336391493}",20260711,original_54
53,two_cell_contact,damage_left_cell_then_contact,4,-2.212559014126,-0.691358024691,0.422794667834,0.564933798703,0.0,"{""A"": 0.422794667834, ""B"": 0.310494591356, ""C"": 0.348645986198, ""D"": 0.238215474688}","{""AB"": -0.341911974013, ""AC"": -0.485027566252, ""AD"": -0.315805071566, ""BC"": -0.564933798703, ""BD"": -0.233390915901, ""CD"": -0.546776756789}","{""AB"": 0.0, ""AC"": 0.0, ""AD"": 0.0, ""BC"": 0.0, ""BD"": 0.0, ""CD"": 0.0}",20260711,original_54
54,two_cell_contact,shared_noise_then_contact,5,0.50819450267,-0.367195910614,0.505027989635,0.604255641878,0.036393596782,"{""A"": 0.505027989635, ""B"": 0.42166500726, ""C"": 0.447310565239, ""D"": 0.221575863258}","{""AB"": -0.604255641878, ""AC"": -0.346224333956, ""AD"": -0.331133339012, ""BC"": -0.158428041527, ""BD"": -0.374814406964, ""CD"": -0.545327714974}","{""AB"": 0.036393596782, ""AC"": 0.0, ""AD"": 0.0, ""BC"": 0.007306732956, ""BD"": 0.0, ""CD"": 0.013484354177}",20260711,original_54
1001,external_periodic_drive,sin_A_period2,19,3.988308664825,0.0,0.428575115469,0.711468412472,0.067733654215,"{""A"": 0.428575115469, ""B"": 0.325228433544, ""C"": 0.222305187756, ""D"": 0.243416464045}","{""AB"": -0.476060523453, ""AC"": -0.711468412472, ""AD"": -0.466363193716, ""BC"": -0.218569442651, ""BD"": -0.334335594257, ""CD"": -0.300540506768}","{""AB"": 0.008506009929, ""AC"": 0.067733654215, ""AD"": 0.008595239939, ""BC"": 0.006029957382, ""BD"": 0.0, ""CD"": 0.001947852316}",20260711,expanded_axes
1002,external_periodic_drive,sin_A_period5,33,3.50835367994,0.0,0.451770844834,0.748895841278,0.161316987061,"{""A"": 0.451770844834, ""B"": 0.266801515607, ""C"": 0.22273280027, ""D"": 0.434548742997}","{""AB"": -0.486644750101, ""AC"": -0.334692090787, ""AD"": -0.247468644902, ""BC"": -0.748895841278, ""BD"": -0.19406419675, ""CD"": -0.702152217057}","{""AB"": 0.0, ""AC"": 0.161316987061, ""AD"": 0.041896574681, ""BC"": 0.120510427755, ""BD"": 0.06357106426, ""CD"": 0.122234867445}",20260711,expanded_axes
1003,external_periodic_drive,sin_C_period9,35,3.676397044796,0.0,0.354479129827,0.708349573511,0.231034918769,"{""A"": 0.236004553717, ""B"": 0.354479129827, ""C"": 0.207049178539, ""D"": 0.145110741937}","{""AB"": -0.708349573511, ""AC"": -0.219797336495, ""AD"": -0.333002530797, ""BC"": -0.468742139439, ""BD"": -0.175484998077, ""CD"": -0.556345312496}","{""AB"": 0.008792260855, ""AC"": 0.0, ""AD"": 0.030664125393, ""BC"": 0.231034918769, ""BD"": 0.0, ""CD"": 0.041920548261}",20260711,expanded_axes
1004,external_periodic_drive,square_all_fast_toxic,109,-8.88600443262,-0.937206296092,0.349078769196,0.477171489207,0.0,"{""A"": 0.349078769196, ""B"": 0.316325001068, ""C"": 0.301347781534, ""D"": 0.231232053245}","{""AB"": -0.477171489207, ""AC"": -0.456449465315, ""AD"": -0.348547736899, ""BC"": -0.38008285923, ""BD"": -0.292016062545, ""CD"": -0.278398967387}","{""AB"": 0.0, ""AC"": 0.0, ""AD"": 0.0, ""BC"": 0.0, ""BD"": 0.0, ""CD"": 0.0}",20260711,expanded_axes
1005,external_periodic_drive,burst_shock_all,34,-5.116637106167,-0.852896534573,0.338011458633,0.456903229331,0.0,"{""A"": 0.306243113857, ""B"": 0.290122929955, ""C"": 0.338011458633, ""D"": 0.304742880335}","{""AB"": -0.418482711929, ""AC"": -0.456903229331, ""AD"": -0.376164077994, ""BC"": -0.29288223382, ""BD"": -0.408691902949, ""CD"": -0.22537483232}","{""AB"": 0.0, ""AC"": 0.0, ""AD"": 0.0, ""BC"": 0.0, ""BD"": 0.0, ""CD"": 0.0}",20260711,expanded_axes
1006,external_periodic_drive,slow_ramp_pressure,31,-5.601593577174,-0.879560464942,0.419580725152,0.483439788056,0.0,"{""A"": 0.419580725152, ""B"": 0.287867533904, ""C"": 0.299951687834, ""D"": 0.283183527425}","{""AB"": -0.444722696122, ""AC"": -0.43581947354, ""AD"": -0.369860926988, ""BC"": -0.454053453487, ""BD"": -0.389362302933, ""CD"": -0.483439788056}","{""AB"": 0.0, ""AC"": 0.0, ""AD"": 0.0, ""BC"": 0.0, ""BD"": 0.0, ""CD"": 0.0}",20260711,expanded_axes
1007,multi_cell_chain_ring,three_node_chain_AB_BC,5,3.238088412435,0.0,0.540727925746,0.730412087065,0.239173000811,"{""A"": 0.46333513352, ""B"": 0.338442252718, ""C"": 0.540727925746, ""D"": 0.0}","{""AB"": -0.730412087065, ""AC"": -0.38339008662, ""AD"": -0.477968355621, ""BC"": -0.219283513953, ""BD"": -0.349131061517, ""CD"": -0.557805395726}","{""AB"": 0.239173000811, ""AC"": 0.00856233748, ""AD"": 0.0, ""BC"": 0.109678591001, ""BD"": 0.0, ""CD"": 0.0}",20260711,expanded_axes
1008,multi_cell_chain_ring,three_node_ring_ABC,5,3.856286048036,0.0,0.362328680307,0.557247594345,0.242967108419,"{""A"": 0.362328680307, ""B"": 0.337578865864, ""C"": 0.35296026266, ""D"": 0.0}","{""AB"": -0.290309197591, ""AC"": -0.557247594345, ""AD"": -0.344108543557, ""BC"": 0.056571181804, ""BD"": -0.320603303524, ""CD"": -0.335211228143}","{""AB"": 0.125411295354, ""AC"": 0.242967108419, ""AD"": 0.0, ""BC"": 0.160449321622, ""BD"": 0.0, ""CD"": 0.0}",20260711,expanded_axes
1009,multi_cell_chain_ring,four_node_chain_ABCD,5,3.558570284097,0.0,0.354523902097,0.454807129278,0.10177672943,"{""A"": 0.200573649142, ""B"": 0.354523902097, ""C"": 0.010652094988, ""D"": 0.323256210111}","{""AB"": -0.430024242286, ""AC"": -0.358011337286, ""AD"": -0.428355609492, ""BC"": -0.454807129278, ""BD"": -0.35624287536, ""CD"": -0.420823921884}","{""AB"": 0.063749582565, ""AC"": 0.028101436088, ""AD"": 0.016035147365, ""BC"": 0.097090091126, ""BD"": 0.075776407824, ""CD"": 0.10177672943}",20260711,expanded_axes
1010,multi_cell_chain_ring,four_node_ring_ABCD,4,2.079752807419,0.0,0.363060969258,0.625771661309,0.101320643261,"{""A"": 0.363060969258, ""B"": 0.351586065688, ""C"": 0.161574324842, ""D"": 0.045817660665}","{""AB"": -0.240723141712, ""AC"": -0.190591094467, ""AD"": -0.625771661309, ""BC"": -0.477648261009, ""BD"": -0.225094813528, ""CD"": -0.378530918451}","{""AB"": 0.101320643261, ""AC"": 0.07045111002, ""AD"": 0.003303027941, ""BC"": 0.0, ""BD"": 0.082374243044, ""CD"": 0.080748050831}",20260711,expanded_axes
1011,multi_cell_chain_ring,four_node_two_contacts,4,2.879116105375,0.0,0.344414916393,0.20862925323,0.185028667035,"{""A"": 0.134794172225, ""B"": 0.344414916393, ""C"": 0.23822063523, ""D"": 0.21456914762}","{""AB"": -0.20862925323, ""AC"": -0.165391622354, ""AD"": -0.129179914169, ""BC"": -0.198055240477, ""BD"": -0.039031101193, ""CD"": -0.159463962205}","{""AB"": 0.056153399654, ""AC"": 0.031082537807, ""AD"": 0.023663585533, ""BC"": 0.185028667035, ""BD"": 0.065465606092, ""CD"": 0.024395671743}",20260711,expanded_axes
1012,measurement_timing_intervention,measure_A_each_step,25,3.320616853311,0.0,0.419241733107,0.691044812541,0.184915600043,"{""A"": 0.036431735626, ""B"": 0.419241733107, ""C"": 0.371612997592, ""D"": 0.345940948684}","{""AB"": -0.691044812541, ""AC"": -0.555286057643, ""AD"": -0.5165744657, ""BC"": -0.344557946982, ""BD"": -0.215582829522, ""CD"": 0.096169605084}","{""AB"": 0.002334721061, ""AC"": 0.0, ""AD"": 0.001654825003, ""BC"": 0.154147026964, ""BD"": 0.184915600043, ""CD"": 0.103514118877}",20260711,expanded_axes
