grid_id,structure,g_internal,theta_in_RE,theta_out_DW,out_layers,n_seed,resource_attributable_W_mean,resource_attributable_W_std,central_resource_attributable_W_mean,fixed_to_matched_central_ratio_mean,efficiency_resource_to_W_mean,efficiency_resource_to_W_std,net_resource_transfer_mean,initial_internal_energy_change_mean,Q_noise_cum_mean,D_population_mean,D_to_W_flow_cum_mean,max_abs_energy_balance_residual,max_U_DW_commutator_norm,n_efficiency_gt_1,n_outlet_narrow
QFCBM_0011,chain,0.025,0.05,0.2,4,10,1.0940659177959e-05,5.845989042815757e-07,0.044741020614195035,0.0002444028687160299,2.729663080329793e-05,6.237152921856971e-07,0.4005989301252356,2.4520332034938157,2.3160963721073804,0.00237863024882439,0.5365357615127797,2.9753977059954195e-14,0.0,0,0
QFCBM_0012,chain,0.025,0.05,0.2,8,10,2.901010819092442e-06,1.529657276875774e-07,0.013545989272033493,0.00021405309138642866,7.238094830279621e-06,1.6051385923949504e-07,0.40059847232022605,2.4520311615985477,2.3009949346669405,2.212439330356999e-06,0.5516346992529435,2.7977620220553945e-14,0.0,0,0
QFCBM_0013,chain,0.025,0.05,0.4,1,10,1.684815137471679e-05,9.333431897749683e-07,0.05806617631671984,0.000289980484345188,4.2033293590881704e-05,1.04314826754713e-06,0.4005993592713509,2.4520350234412676,2.4195862472468237,0.01138617894934878,0.4330481354669361,3.2862601528904634e-14,0.0,0,0
QFCBM_0014,chain,0.025,0.05,0.4,2,10,1.0940659177914591e-05,5.845989042159767e-07,0.044741020614195014,0.0002444028687150927,2.7296630803196066e-05,6.237152921204042e-07,0.40059893012519865,2.4520332034938157,2.3160963721073813,0.0023786302488244,0.5365357615127798,3.064215547965432e-14,0.0,0,0
QFCBM_0015,chain,0.025,0.05,0.4,4,10,2.9010108190966056e-06,1.5296572764224374e-07,0.013545989272033552,0.00021405309138679065,7.238094830292624e-06,1.6051385908319697e-07,0.40059847232019197,2.4520311615985477,2.300994934666941,2.2124393303569278e-06,0.5516346992529437,2.7977620220553945e-14,0.0,0,0
QFCBM_0016,chain,0.025,0.05,0.4,8,10,1.123897445122932e-08,6.724906161028778e-10,7.21259232104003e-05,0.0001557214242209711,2.8035533424596616e-08,8.071129383170084e-10,0.4005983133702301,2.4520292763267504,2.8231925774180695,0.04046118839292548,0.029435012280646634,4.39648317751562e-14,0.0,0,4
QFCBM_0017,chain,0.025,0.05,0.8,1,10,1.0940659177915979e-05,5.845989042530699e-07,0.044741020614195055,0.00024440286871509856,2.7296630803194416e-05,6.237152921940475e-07,0.4005989301252299,2.4520332034938157,2.3160963721073804,0.00237863024882439,0.5365357615127797,3.0198066269804264e-14,0.0,0,0
QFCBM_0018,chain,0.025,0.05,0.8,2,10,2.90101081909383e-06,1.529657276912623e-07,0.013545989272033552,0.00021405309138649531,7.2380948302819894e-06,1.6051385920671547e-07,0.4005984723202232,2.4520311615985477,2.3009949346669405,2.2124393303569053e-06,0.5516346992529435,2.7977620220553945e-14,0.0,0,0
QFCBM_0019,chain,0.025,0.05,0.8,4,10,1.123897435999845e-08,6.7249057417674e-10,7.21259232103504e-05,0.00015572142295965102,2.803553319906214e-08,8.071128203155359e-10,0.40059831337095203,2.452029276326751,2.8231925774180597,0.04046118839292515,0.02943501228064635,3.241851231905457e-14,0.0,0,4
QFCBM_0020,chain,0.025,0.05,0.8,8,10,5.103258567056186e-06,3.098056106966749e-07,0.01474773461015666,0.0003457835520404841,1.272983569092439e-05,3.816989161480989e-07,0.4005989590173897,2.4520320602696977,2.747919085271674,0.03573844413781803,0.10471193401638797,2.930988785010413e-14,0.0,0,0
QFCBM_0021,chain,0.025,0.1,0.05,1,10,3.918428775780136e-06,2.449747926947075e-07,0.0111607612928563,0.00035082343729647675,2.6979272926135453e-06,8.659821670424975e-08,1.4512824202800516,2.4064116931678123,3.835488098907849,0.04167774589412947,0.02220601454153001,4.440892098500626e-14,0.0,0,5
QFCBM_0022,chain,0.025,0.1,0.05,2,10,1.411684767493055e-05,8.708425308030297e-07,0.04096902848384281,0.00034431922342658647,9.71999900653113e-06,3.042129856383116e-07,1.4512829379808807,2.406415039561086,3.777373222671489,0.03750120264221414,0.08032475487203362,4.2188474935755955e-14,0.0,0,0
QFCBM_0023,chain,0.025,0.1,0.05,4,10,3.940671968625659e-05,2.340656606939549e-06,0.12130647642119743,0.0003246308050568516,2.7134830403880338e-05,7.895417004058988e-07,1.4512840608861182,2.406420586936414,3.6258621414133367,0.02651797896239601,0.2318425064109093,4.796163466380676e-14,0.0,0,0
QFCBM_0024,chain,0.025,0.1,0.05,8,10,6.0382113888905047e-05,3.3888906720501853e-06,0.21141083187765114,0.00028544397889448383,4.158199239201624e-05,1.077017265462814e-06,1.4512845475555707,2.406423831045133,3.42461670917288,0.011387323592281031,0.43309166942945143,4.7073456244106644e-14,0.0,0,0
QFCBM_0025,chain,0.025,0.1,0.1,1,10,1.4116847674919102e-05,8.708425308473881e-07,0.04096902848384279,0.0003443192234262692,9.719999006521824e-06,3.0421298565928224e-07,1.4512829379809262,2.406415039561086,3.777373222671489,0.03750120264221413,0.08032475487203355,4.2188474935755955e-14,0.0,0,0
QFCBM_0026,chain,0.025,0.1,0.1,2,10,3.9406719686162914e-05,2.340656606922815e-06,0.12130647642119734,0.0003246308050560883,2.713483040381484e-05,7.895417004134062e-07,1.451284060886215,2.406420586936414,3.625862141413335,0.026517978962395987,0.2318425064109091,4.7073456244106644e-14,0.0,0,0
QFCBM_0027,chain,0.025,0.1,0.1,4,10,6.038211388899248e-05,3.388890672048434e-06,0.21141083187765095,0.000285443978894897,4.1581992392075025e-05,1.0770172654540963e-06,1.4512845475556162,2.406423831045133,3.4246167091728785,0.011387323592281031,0.4330916694294512,4.618527782440651e-14,0.0,0,0
QFCBM_0028,chain,0.025,0.1,0.1,8,10,3.9153068593358874e-05,2.1222136540208814e-06,0.16267644724523028,0.00024055174539394796,2.6964120004859692e-05,6.462136486901337e-07,1.4512830402484354,2.406419444808635,3.321138511136527,0.0023787553232280803,0.536563973922196,4.263256414560601e-14,0.0,0,0
QFCBM_0029,chain,0.025,0.1,0.2,1,10,3.9406719686219116e-05,2.340656606906528e-06,0.12130647642119682,0.0003246308050565585,2.7134830403849038e-05,7.895417004040604e-07,1.451284060886482,2.4064205869364144,3.62586214141333,0.026517978962395928,0.23184250641090864,3.952393967665557e-14,0.0,0,0
QFCBM_0030,chain,0.025,0.1,0.2,2,10,6.038211388910558e-05,3.3888906720567553e-06,0.21141083187765006,0.0002854439788954279,4.1581992392145234e-05,1.0770172654269504e-06,1.451284547555855,2.4064238310451334,3.424616709172875,0.011387323592280979,0.4330916694294503,4.485301019485632e-14,0.0,0,0
QFCBM_0031,chain,0.025,0.1,0.2,4,10,3.915306859325132e-05,2.1222136540710482e-06,0.16267644724522973,0.0002405517453932709,2.6964120004781006e-05,6.462136486794529e-07,1.4512830402485803,2.406419444808635,3.3211385111365237,0.0023787553232280803,0.536563973922195,4.1744385725905886e-14,0.0,0,0
QFCBM_0032,chain,0.025,0.1,0.2,8,10,1.0376336058950941e-05,5.552682798827452e-07,0.04923937159289566,0.00021062581524228214,7.1461733602808314e-06,1.6655546391746346e-07,1.4512814244815075,2.4064142042738297,3.3060534541786417,2.2124693116173605e-06,0.5516421745781834,4.1300296516055823e-14,0.0,0,0
QFCBM_0033,chain,0.025,0.1,0.4,1,10,6.0382113889045214e-05,3.3888906720385335e-06,0.21141083187765014,0.0002854439788951438,4.158199239210555e-05,1.077017265414191e-06,1.451284547555801,2.4064238310451334,3.4246167091728763,0.01138732359228099,0.4330916694294504,4.485301019485632e-14,0.0,0,0
QFCBM_0034,chain,0.025,0.1,0.4,2,10,3.9153068593283244e-05,2.1222136540225234e-06,0.16267644724522975,0.00024055174539347755,2.6964120004804462e-05,6.462136486598413e-07,1.4512830402485661,2.406419444808635,3.3211385111365246,0.0023787553232280803,0.5365639739221952,4.2188474935755955e-14,0.0,0,0
QFCBM_0035,chain,0.025,0.1,0.4,4,10,1.0376336058921798e-05,5.552682798825656e-07,0.04923937159289561,0.0002106258152417038,7.146173360261309e-06,1.6655546394074262e-07,1.451281424481485,2.4064142042738297,3.3060534541786426,2.2124693116172902e-06,0.5516421745781835,4.1300296516055823e-14,0.0,0,0
QFCBM_0036,chain,0.025,0.1,0.4,8,10,4.03909232806893e-08,2.4419398757983706e-09,0.00026661011210391043,0.00015139996558391516,2.7811393445920733e-08,8.263810833036681e-10,1.4512808626811449,2.4064111943367035,3.828257015587277,0.04046122846501668,0.02943504143259546,5.4178883601707645e-14,0.0,0,4
QFCBM_0037,chain,0.025,0.1,0.8,1,10,3.915306859324022e-05,2.1222136540724865e-06,0.16267644724522975,0.0002405517453932032,2.6964120004773372e-05,6.462136486843859e-07,1.4512830402485832,2.406419444808635,3.3211385111365246,0.0023787553232280803,0.536563973922195,4.2188474935755955e-14,0.0,0,0
QFCBM_0038,chain,0.025,0.1,0.8,2,10,1.0376336058996739e-05,5.55268279856014e-07,0.0492393715928956,0.0002106258152432578,7.146173360313882e-06,1.6655546395145928e-07,1.4512814244815189,2.4064142042738297,3.306053454178641,2.21246931161733e-06,0.5516421745781834,4.1300296516055823e-14,0.0,0,0
QFCBM_0039,chain,0.025,0.1,0.8,4,10,4.0390923270301964e-08,2.4419398774342055e-09,0.00026661011210387986,0.00015139996554360604,2.781139343855708e-08,8.263810780972905e-10,1.4512808626817446,2.4064111943367035,3.828257015587263,0.040461228465016354,0.02943504143259526,3.8635761256955454e-14,0.0,0,4
QFCBM_0040,chain,0.025,0.1,0.8,8,10,1.835355137476888e-05,1.1256463145330765e-06,0.05371374313433376,0.0003414425650953856,1.2637262494755559e-05,3.9117867575378235e-07,1.4512831432128679,2.4064161586248956,3.752974117529912,0.035742966495787634,0.10472518430919568,3.774758283725532e-14,0.0,0,0
QFCBM_0041,chain,0.025,0.2,0.05,1,10,1.0925876837049798e-05,7.132664863662451e-07,0.03255720673496767,0.0003353425371536094,2.5781997548866655e-06,9.519394733226648e-08,4.234570495893112,2.2717677585958085,6.484125232499236,0.04169089794530541,0.02221302198959128,1.4210854715202004e-14,0.0,0,5
QFCBM_0042,chain,0.025,0.2,0.05,2,10,3.930904059992364e-05,2.5345777512142677e-06,0.1195038144893141,0.0003286992497191243,9.276028475094868e-06,3.3539287090020647e-07,4.234571836891755,2.271773717198763,6.425995607025629,0.03751296411641206,0.08034994706495861,2.131628207280301e-14,0.0,0,0
QFCBM_0043,chain,0.025,0.2,0.05,4,10,0.0001093028377048895,6.805441266113302e-06,0.3538613288353556,0.00030868094614530536,2.5794495831341897e-05,8.783714786619217e-07,4.234574773136896,2.2717855047512945,6.274447875359467,0.02652597363005149,0.23191240252892795,1.9095836023552686e-14,0.0,0,0
QFCBM_0044,chain,0.025,0.2,0.05,8,10,0.00016649513575225095,9.835837961946381e-06,0.6172294052105205,0.00026958737659121856,3.9294661867237646e-05,1.2156874779602023e-06,4.234576091393583,2.2717933451097325,6.073171654052182,0.01139011363282579,0.4331977824513148,2.131628207280301e-14,0.0,0,0
